Disneyland,Tiki Tiki Room,"All the birds sing words
And the flowers croon
In the tiki tiki tiki tiki tiki room
Welcome to our tropical hideaway
You lucky people, you
If we weren't in the show starting right away
We'd be in the audience too
(chorus) 
In the tiki tiki tiki tiki tiki room
In the tiki tiki tiki tiki tiki room
All the birds sing words
And the flowers croon
In the tiki tiki tiki tiki tiki room (repeat) 
The bird Paradise is an elegant bird
He loves to be seen and it loves to be heard
Most little birdies will fly away
But the tiki room birds are here everyday
(chorus) 
In the tiki tiki tiki tiki tiki room
In the tiki tiki tiki tiki tiki room
All the birds sing words
And the flowers croon
At the tiki tiki tiki tiki tiki room (repeat) 
Da da da da da da da
We're singing in the tiki room
Da da da da da da da
Crooning in the tiki room (repeat) 
The show is delightful
We hope you'll agree
We hope that it fills you with pleasure and glee
Because if we don't make you feel like that
We gonna wind up on a lady's hat
(chorus) 
In the tiki tiki tiki tiki tiki room
In the tiki tiki tiki tiki tiki room
All the birds sing words
And the flowers croon
In the tiki tiki tiki tiki tiki room (repeat) 
Da da da da da da da
We're singing in the tiki room
Da da da da da da da
Crooning in the tiki room (repeat) 
"
Girlz Rock,Together We Cann,"(Raven) 
We can do anything
Wait and see
(Adrienne) 
Hold on
Sit tight
Get ready for a crazy ride
You're on your own
It ain't right
Something's gotta give tonight
(Sabrina) 
So if you wanna run
Run and disappear
(Kiely) 
You and I can bust our way
Right out of here
(All) 
Together we can
Shoot the moon
Stop the rain
Even ride a hurricane
If we wanna
Together we can
Walk into space
Save the human race
If you think we oughtta
Oughtta..oughtta
Together we can!
"
Annie ,Tomorrow,"The sun'll come out Tomorrow
Bet your bottom dollar that tomorrow
there'll be sun
Just thinkin about Tomorrow
Clears away the cobwebs and the sorrow
Til there's none
When I'm stuck with a day
That's grey and lonely
I just stick out my chin
And grin
and say....... oh
The sun'll come out tomorrow
So you gotta hang on til tomorrow
Come what may
Tomorrow, Tomorrow,
I love ya Tomorrow
You're always a day away
When I'm stuck with a day
That's grey and lonely
I just stick out my chin
and grin
and say.........oh
The sun'll come out tomorrow
So you gotta hang on til tomorrow
Come what may
Tomorrow, Tomorrow,
I love ya Tomorrow
You're always a day away
Tomorrow, Tomorrow,
I love ya tomorrow
You're always a day...... a........ way...........!
"
Hunchback of Notre Dame,Topsy Turvy,"Come one, come all
Leave your looms and milking stools,
coop the hens and pen the mules
Come one, come all
Close the churches and the schools
it's the day for breaking rules
Come and join the Feast of.....Fools!
Once a year we throw a party, here in town
Once a year we turn all Paris upside down
Every man's a king and every king's a clown
once again it's Topsy Turvy Day
It's the day the devil in us gets released
It's the day we mock the pig and shock the priest
Everything is topsy turvy at the Feast of Fools
Topsy Turvy
Everything is upsy-daisy
Topsy Turvy
Everyone is acting crazy
Dross is gold and weeds are a bouquet
that's the way on Topsy Turvy Day
Topsy Turvy
Beat the drums and blow the trumpets
Topsy Turvy
Join the bums and theives and strumpets
streaming in from Chartres to Calais
Scurvy knaves are extra scurvy
on the 6th of January
all because it's Topsy Turvy Day
Come one, come all
Hurry, hurry here's your chance,
see the mystery and romance
Come one,come all
See the finest girl in France
make an entrance to entrance
Dance la Esmeralda.......
Dance!!
Here it is, the moment you've been waiting for
Here it is, you know exactly what's in store
Now's the time we laugh until our sides get sore
Now's the time we crown the King of Fools!!
So make a face that's horrible and frightening
make a face as gruesome as a gargoyle's wing
for the face that's ugliest will be the King of Fools
Why?
Topsy Turvy
Ugly folk, forget your shyness
Topsy Turvy
You could soon be called ""Your Highness""
Put the foulest features on display
Be the king of Topsy Turvy Day
Everybody
Once a year we throw a party, here in town
Once a year we turn all Paris upside down
Once a year the ugliest will wear a crown
Once a year on Topsy Turvy Day
Hail to the king
Oh, what a king
Girls, give a kiss
We've never had a king like this
And its the day we do the things that we deplore
on the other three hundred and sixty-four
Once a year we love to drop in, where the beer is never stoppin'
For the chance to pop some popinjay
And pick a king who'll put the top in Topsy Turvy Day
Topsy Turvy
Mad and crazy,upsy-daisy,Topsy Turvy Day!"
Brave,Touch The Sky,"When the cold wind is a'calling
And the sky is clear and bright
Misty mountains sing and beckon
Lead me out into the light
I will ride, I will fly
Chase the wind and touch the sky I will fly
Chase the wind and touch the sky
(Na na na na
Na na na na
La na na na
Na na na) 
(La na na na
La na na na
La na na na
Na na na) 
Where dark roots hide secrets
And mountains are fierce and bold
Deep waters hold reflections
Of times lost long ago
I will read every story
Take hold of my own dream
Be as strong as the seas are stormy
And proud as an eagle's scream
I will ride, I will fly
Chase the wind and touch the sky I will fly
Chase the wind and touch the sky
(Na na na na
Na na na na
La na na na
Na na na) 
And touch the sky
Chase the wind
Chase the wind
Touch the sky
"
Nightmare Before Christmas,Town Meeting,"JACK
There were object so peculiar
They were not to be believed
All around, things to tantalize my brain
It's a world unlike anything I've ever seen
And as hard as I try
I can't seem to describe
Like a most improbable dream
But you must believe when I tell you this
It's as real as my skull and it does exist
Here, let me show you
This is a thing called a present
The whole thing starts with a box
DEVIL
A box?
Is it steel?
WEREWOLF
Are there locks?
HARLEQUIN DEMON
Is it filled with a pox?
DEVIL, WEREWOLF, HARLEQUIN DEMON
A pox
How delightful, a pox
JACK
If you please
Just a box with bright-colored paper
And the whole thing's topped with a bow
WITCHES
A bow?
But why?
How ugly
What's in it?
What's in it?
JACK
That's the point of the thing, not to know
CLOWN
It's a bat
CREATURE UNDER THE STAIRS
Will it bend?
CLOWN
It's a rat
CREATURE UNDER THE STAIRS
Will it break?
UNDERSEA GAL
Perhaps it's the head that I found in the lake
JACK
Listen now, you don't understand
That's not the point of Christmas land
Now, pay attention
Now we pick up an over-sized sock
And hang it like this on the wall
MR. HYDE
Oh, yes! Does it still have a foot?
MEDIUM MR. HYDE
Let me see, let me look
SMALL MR. HYDE
Is it rotted and covered with gook?
JACK
Hmm, let me explain
There's no foot inside, but there's candy
or sometimes it's filled with small toys
MUMMY AND WINGED DEMON
Small toys
WINGED DEMON
Do they bite?
MUMMY
Do they snap?
WINGED DEMON
Or explode in a sack?
CORPSE KID
Or perhaps they just spring out
And scare girls and boys
MAYOR
What a splendid idea
This Christmas sounds fun
Why, I fully endorse it
Let's try it at once
JACK
Everyone, please now, not so fast
There's something here that you don't quite grasp
Well, I may as well give them what they want
And the best, I must confess, I have saved for the last
For the ruler of this Christmas land
Is a fearsome King with a deep mighty voice
Least that's what I've come to understand
And I've also heard it told
That's he's something to behold
Like a lobster, huge and red
And sets out to slay with his reindeer on
Carting bulging sacks with his big great arms
That is, so I've heard it said
And on a dark cold night
Under full moonlight
He flies into a fog
Like a vulture in the sky
And they call him Sandy Claws
Well, at least they're excited
Though they don't understand
That special kind of feeling in Christmas land
Oh, well...
"
Brother Bear,Transformation,"Come with me, I'll take you now
To a place that you fear
For no reason why
Your heart has turned away from me
And I will make you understand
(Chorus) 
Everything will become clear to you
When you see things through
another's eyes
Everything will become clear to you
Whatever's meant for you, you will find
Come with me, I'll take you there
To a place that you'll see
Everything you need to be the one
you need to be
And all of those things that you feared
Will disappear from you in time
(Chorus Repeat) 
"
Jungle Book ,Trust In Me,"Trust in me, just in me
Shut your eyes and trust in me
Hold still, please
You can sleep safe and sound
Knowing I am around
Slip into silent slumber
Sail on a silver mist
Slowly and surely your senses
Will cease to resist
Trust in me, just in me
Shut your eyes and trust in me
"
Zootopia,Try Everything (Shakira's song from Zootopia),"Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh oh
I messed up tonight
I lost another fight
Lost to myself but I’ll just start again
I keep falling down
I keep on hitting the ground
But I always get up now to see what’s next
Birds don’t just fly they fall down and get up
Nobody learns without getting it wrong
I won’t give up
No I won’t give in till I reach the end, and then I’ll start again
No I won’t leave I want to try everything
I want to try even though I could fail
I won’t give up
No I won’t give in till I reach the end, and then I’ll start again
No I won’t leave I want to try everything
I want to try even though I could fail
Oh oh oh oh oh
Try everything
Oh oh oh oh oh
Try everything
Oh oh oh oh oh
Try everything
Oh oh oh oh oh
Look how far you’ve come
You filled your heart with love
Baby you’ve done enough
Take a deep breath
Don’t beat yourself up
No need to run so fast
Sometimes we come last but we did our best
I won’t give up
No I won’t give in till I reach the end, and then I’ll start again
No I won’t leave I want to try everything
I want to try even though I could fail
I won’t give up
No I won’t give in till I reach the end, and then I’ll start again
No I won’t leave I want to try everything
I want to try even though I could fail
I’ll keep on making those new mistakes
I’ll keep on making them every day
Those new mistakes
Oh oh oh oh oh
Try everything
Oh oh oh oh oh
Try everything
Oh oh oh oh oh
Try everything
Oh oh oh oh oh
Try everything
"
Tarzan,Two Worlds,"Put your faith in what you most believe in
Two worlds, one family
Trust your heart
Let fate decide
To guide these lives we see
A paradise untouched by man
Within this world blessed with love
A simple life, they live in peace
Softly tread the sand below your feet now
Two worlds, one family
Trust your heart
Let fate decide
To guide these lives we see
Beneath the shelter of the trees
Only love can enter here
A simple life, they live in peace
Raise your head up
Lift high the load
Take strength from those that need you
Build high the walls
Build strong the beams
A new life is waiting
But danger's no stranger here
No words describe a mother's tears
No words can heal a broken heart
A dream is gone, but where there's hope
Somewhere something is calling for you
Two worlds, one family
Trust your heart
Let fate decide
To guide these lives we see
"
